지자체명,합계,가평군,강릉시,강진군,거제시,거창군,경산시,경주시,고령군,고성군,고양시,고창군,고흥군,곡성군,공주시,과천시,광명시,광양시,광주시,광주광역시,괴산군,구리시,구미시,군산시,군위군,군포시,금산군,김제시,김천시,김포시,김해시,나주시,남양주시,남원시,남해군,논산시,단양군,담양군,당진시,대구광역시,대전광역시,동두천시,동해시,목포시,무안군,밀양시,보령시,보성군,부산광역시,부안군,부여군,부천시,사천시,삼척시,상주시,서산시,서울특별시,서천군,성남시,성주군,세종자치시,수원시,순창군,순천시,시흥시,신안군,아산시,안동시,안산시,안성시,안양시,양산시,양주시,양평군,여수시,여주시,영광군,영암군,영월군,영천시,예산군,예천군,오산시,옥천군,완도군,완주군,용인시,울산광역시,원주시,음성군,의령군,의성군,의왕시,의정부시,이천시,익산시,인천광역시,임실군,장성군,장수군,장흥군,전주시,정선군,정읍시,제천시,증평군,진도군,진안군,진주시,진천군,창녕군,창원시,천안시,청도군,청송군,청양군,청주시,춘천시,충주시,칠곡군,태백시,태안군,통영시,파주시,평택시,포천시,포항시,하남시,하동군,함안군,함평군,합천군,해남군,홍성군,홍천군,화성시,화순군,횡성군
공급량,"174,574,525,627","110,513,423","7,393","12,121,095","730,782,212","153,292","725,227,279","272,529,923","56,669,511","162,403,860","2,697,910,993","199,594,216","99,273,748","31,903,065","351,888,940","253,617,782","1,091,328,584","2,700,725,269","1,079,083,377","4,594,344,823","50,521,053","520,977,841","4,806,428,608","2,430,681,711","32,143,704","776,337,246","60,761,316","219,023,403","186,388,911","457,095,640","1,147,305,711","205,457,725","1,042,767,603","56,006,077","57,128,669","322,191,305","38,580,896","33,510,400","955,899,796","8,321,839,624","4,551,714,892","97,514,318","134,811,643","900,510,646","117,513,844","82,652,990","213,055,363","25,593,138","12,657,436,646","234,725,781","1,669,064,059","1,614,967,989","391,123,095","45,265,969","100,919,773","826,959,072","26,155,911,110","122,009,468","3,546,456,922","39,766,553","450,446,006","3,721,126,421","6,377,772","491,474,426","970,146,335","20,740,009","1,774,299,172","24,419,677","4,562,770,330","384,734,681","2,513,476,554","800,311,499","462,671,324","29,529,801","9,245,802,498","174,643,792","40,150,200","274,787,019","3,981,735","300,170,872","33,723,548","28,848,491","528,471,825","4,466,455","24,417,866","132,276,598","2,065,540,292","15,537,564,917","817,768,392","294,880,475","10,098,209","322,068","256,442,022","1,146,724,003","458,423,499","511,315,487","12,149,134,791","18,989,715","50,064,345","41,058,467","47,344,140","2,070,255,554","115,986,183","328,851,040","1,796,512","92,574,607","40,304,863","8,225,724","473,768,703","176,211,644","142,348,474","1,848,105,365","1,813,686,820","78,416,487","67,783,183","16,663,945","2,957,019,355","87,631,404","473,922,151","329,573,663","240,368,731","266,488,290","580,798,038","1,107,700,459","1,476,518,640","261,930,282","3,000,637,694","472,793,522","44,662,981","2,437,701,532","9,043,350","53,220,266","43,235,177","166,435,142","11,656,518","2,235,813,416","133,658,011","79,702,878"
1991-01,"269,270,087",0,0,0,"752,169",0,0,"1,200","22,430","118,569","785,460",0,0,0,0,"502,694",0,"3,961,619",0,0,0,"688,038","3,312,683","2,589,787",0,"552,176",0,0,"257,500",0,"63,150",0,"983,052",0,0,"550,133",0,0,0,"26,300,028","155,145",0,"763,792",0,0,0,0,0,"37,757,242",0,"6,764,963","1,531,832","306,691","227,789",0,0,"81,060,537",0,"5,272,578",0,"551,213","6,162,446",0,0,"94,120",0,"352,886",0,"6,543,628",0,"5,664,454",0,0,"18,724","6,275,485",0,0,0,"35,073",0,0,0,"185,985","96,521",0,0,"913,676","13,054,382",0,0,0,0,"254,340","1,616,710",0,"411,015","29,418,570",0,0,0,0,"2,160,606","275,101",0,0,0,0,0,0,0,0,"4,600,283","1,189,984",0,0,0,"734,027",0,"1,564,129","172,317","937,111",0,"1,080,537",0,"512,598",0,"8,475,391","568,783",0,0,0,0,0,0,0,"68,735",0,0
1991-02,"443,838,486",0,0,0,"670,850",0,0,"1,462","23,430","134,968","678,180",0,0,0,0,"452,026",0,"3,595,344",0,0,0,"597,233","2,858,341","2,072,274",0,"470,007",0,0,"198,840",0,"57,038",0,"890,092",0,0,"529,557",0,0,0,"21,383,029","115,452",0,"469,562",0,0,0,0,0,"34,866,160",0,"5,938,839","1,383,590","291,952","210,484",0,0,"69,783,046",0,"4,371,593",0,"503,895","5,482,199",0,0,"56,570",0,"317,035",0,"6,730,840",0,"5,150,725",0,0,"16,912","5,726,005",0,0,0,"27,831",0,0,0,"167,999","128,092",0,0,"823,748","218,350,190",0,0,0,0,"225,794","1,453,560",0,"323,418","26,648,420",0,0,0,0,"2,032,267","280,738",0,0,0,0,0,0,0,0,"3,947,022","1,127,817",0,0,0,"588,693",0,"1,279,164","163,159","902,544",0,"996,399",0,"447,780",0,"7,311,030","528,069",0,0,0,0,0,0,0,"57,222",0,0
1991-03,"257,497,782",0,0,0,"783,766","5,808",0,"1,569","17,700","154,918","752,470",0,0,0,0,"511,520",0,"4,069,179",0,0,0,"669,729","3,320,057","2,377,901",0,"511,816",0,0,"284,808",0,"63,150",0,"958,940",0,0,"586,959",0,0,0,"21,749,105","81,113",0,"559,506",0,0,0,0,0,"36,913,445",0,"6,466,744","1,482,193","313,426","244,861",0,0,"76,338,510",0,"4,973,135",0,"584,119","6,007,514",0,0,"56,570",0,"354,711",0,"6,646,987",0,"5,607,821",0,0,"18,724","6,198,532",0,0,0,"31,338",0,0,0,"185,860","110,176",0,0,"871,990","13,549,813",0,0,0,0,"229,703","1,665,930",0,"386,878","28,197,330",0,0,0,0,"2,133,812","297,624",0,0,0,0,0,0,0,0,"4,356,055","1,252,950",0,0,0,"1,280,019",0,"1,649,958","201,971","996,410",0,"1,137,187",0,"539,488",0,"8,106,818","589,210",0,0,0,0,0,0,0,"59,956",0,0
1991-04,"260,073,617",0,0,0,"773,985","2,274",0,"2,174","21,500","159,361","719,810",0,0,0,0,"541,983",0,"4,034,778",0,0,0,"673,370","3,405,957","2,408,903",0,"476,206",0,0,"307,220",0,"61,112",0,"922,307",0,0,"533,471",0,0,0,"24,158,871","121,198",0,"469,190",0,0,0,0,0,"37,547,343",0,"6,581,274","1,476,904","292,556","242,730",0,0,"77,152,820",0,"4,775,720",0,"772,991","6,139,211",0,0,"42,779",0,"344,028",0,"6,702,171",0,"5,690,987",0,0,"18,120","5,866,585",0,0,0,"33,514",0,0,0,"179,932","179,126",0,0,"850,267","13,201,308",0,0,0,0,"204,298","1,642,860",0,"549,487","27,937,460",0,0,0,0,"2,064,099","272,394",0,0,0,0,0,0,0,0,"4,337,073","1,216,932",0,0,0,"1,228,353",0,"1,214,140","190,015","921,379",0,"1,079,637",0,"584,673",0,"8,088,428","595,416",0,0,0,0,0,0,0,"62,937",0,0
1991-05,"265,698,921",0,0,0,"814,124","1,293",0,"3,115","16,500","168,327","874,170",0,0,0,0,"554,934",0,"4,218,599",0,0,0,"820,017","3,504,395","2,485,453",0,"496,520",0,0,"342,900",0,"52,548",0,"997,682",0,0,"535,025",0,0,0,"23,215,459","177,419",0,"322,604",0,0,0,0,0,"37,181,638",0,"7,149,368","1,470,476","325,492","269,864",0,0,"76,516,522",0,"5,234,266",0,"718,105","6,597,090",0,0,"110,280",0,"366,008",0,"8,109,097",0,"5,952,892",0,0,"18,724","6,067,806",0,0,0,"44,102",0,0,0,"183,990","158,809",0,0,"915,353","14,140,782",0,0,0,0,"159,009","1,683,840",0,"762,653","29,388,450",0,0,0,0,"2,380,704","308,827",0,0,0,0,0,0,0,0,"4,385,513","1,356,410",0,0,0,"1,344,854",0,"1,018,893","183,640","905,696",0,"1,049,106",0,"787,705",0,"8,138,580","638,386",0,0,0,0,0,0,0,"74,907",0,0
1991-06,"261,857,464",0,0,0,"781,593","2,552",0,"2,173","17,000","174,809","814,640",0,0,0,0,"565,708",0,"4,444,362",0,0,0,"671,951","3,618,396","2,951,350",0,"465,828",0,0,"250,570",0,"56,900",0,"999,428",0,0,"518,415",0,0,0,"24,323,819","162,940",0,"369,980",0,0,0,0,0,"36,612,876",0,"7,278,877","1,467,591","297,748","258,701",0,0,"74,622,005",0,"5,304,644",0,"527,753","6,498,187",0,0,"104,620",0,"399,233",0,"5,858,219",0,"6,004,039",0,0,"18,120","5,932,743",0,0,0,"42,770",0,0,0,"175,406","149,370",0,0,"906,343","14,377,537",0,0,0,0,"177,033","1,731,650",0,"739,063","29,378,152",0,0,0,0,"2,185,687","216,991",0,0,0,0,0,0,0,0,"4,304,525","1,325,764",0,0,0,"1,287,515",0,"1,102,103","186,872","882,141",0,"1,070,268",0,"745,298",0,"7,776,337","640,240",0,0,0,0,0,0,0,"78,629",0,0
1991-07,"281,403,970",0,0,0,"813,683","2,700",0,"3,425","24,080","206,140","928,980",0,0,0,0,"592,770",0,"4,820,194",0,0,0,"649,733","3,764,999","3,074,875",0,"498,103",0,0,"333,820",0,"47,000",0,"1,171,317",0,0,"533,470",0,0,0,"25,465,629","170,645",0,"363,808",0,0,0,0,0,"38,622,599",0,"7,616,115","1,504,165","376,511","275,944",0,0,"82,436,760",0,"5,709,483",0,"483,462","6,004,315",0,0,"109,850",0,"425,962",0,"7,237,149",0,"6,663,773",0,0,"20,348","6,576,220",0,0,0,"47,141",0,0,0,"195,076","162,435",0,0,"1,006,109","14,879,550",0,0,0,0,"188,660","1,781,750",0,"770,200","31,460,720",0,0,0,0,"2,277,704","276,688",0,0,0,0,0,0,0,0,"4,536,782","1,277,985",0,0,0,"1,578,713",0,"1,107,285","240,043","867,212",0,"1,197,332",0,"863,379",0,"8,434,224","643,130",0,0,0,0,0,0,0,"83,825",0,0
1991-08,"273,526,703",0,0,0,"821,186","2,770",0,"1,924","20,640","208,682","896,970",0,0,0,0,"587,469",0,"4,834,665",0,0,0,"650,981","3,803,636","3,091,848",0,"464,991",0,0,"300,740",0,"58,400",0,"1,114,375",0,0,"555,500",0,0,0,"23,394,111","182,319",0,"421,426",0,0,0,0,0,"36,549,294",0,"7,680,500","1,546,968","361,458","311,190",0,0,"80,983,924",0,"5,861,246",0,"465,598","6,006,385",0,0,"118,950",0,"419,245",0,"5,884,035",0,"6,488,990",0,0,"20,867","6,546,892",0,0,0,"55,430",0,0,0,"188,126","178,678",0,0,"1,075,429","14,219,706",0,0,0,0,"190,329","1,748,050",0,"762,724","31,332,020",0,0,0,0,"2,261,222","253,442",0,0,0,0,0,0,0,0,"4,575,959","1,303,668",0,0,0,"1,570,391",0,"806,873","238,717","820,896",0,"1,205,741",0,"969,594",0,"8,410,283","614,028",0,0,0,0,0,0,0,"87,222",0,0
1991-09,"225,081,108",0,0,0,"790,540","3,020",0,"2,066","22,780","203,299","836,280",0,0,0,0,"570,450",0,"4,700,302",0,0,0,"644,546","3,507,376","2,858,640",0,"449,219",0,0,"287,160",0,"56,700",0,"1,094,684",0,0,"543,160",0,0,0,"24,243,918","188,819",0,"407,831",0,0,0,0,0,"36,530,346",0,"7,195,146","1,463,426","285,158","269,931",0,0,"34,902,980",0,"5,536,723",0,"404,043","6,299,401",0,"900,000","97,371",0,"427,394",0,"6,477,182",0,"6,172,440",0,0,"24,585","6,496,835",0,0,0,"38,754",0,0,0,"299,950","177,122",0,0,"1,030,518","14,446,153",0,0,0,0,"174,397","1,678,930",0,"730,579","29,790,530",0,0,0,0,"2,083,162","283,995",0,0,0,0,0,0,0,0,"4,318,850","1,048,569",0,0,0,"1,506,756",0,"838,137","235,620","793,325",0,"1,158,928",0,"870,650",0,"8,004,738","595,339",0,0,0,0,0,0,0,"82,355",0,0
1991-10,"279,526,833",0,0,0,"814,103","3,046",0,"4,465","20,010","206,008","796,156",0,0,0,0,"570,945",0,"4,592,672",0,0,0,"717,773","3,610,000","2,738,990",0,"545,971",0,0,"281,320",0,"58,900",0,"1,072,923",0,0,"491,210",0,0,0,"23,259,654","182,093",0,"421,426",0,0,0,0,0,"38,194,293",0,"6,959,112","1,572,660","256,701","268,745",0,0,"84,704,871",0,"5,489,998",0,"552,180","6,805,550",0,"863,120","100,617",0,"548,136",0,"7,336,892",0,"6,708,583",0,0,"23,566","6,481,318",0,0,0,"41,790",0,0,0,"311,083","163,824",0,0,"1,034,821","15,585,945",0,0,0,0,"179,158","1,737,854",0,"760,237","29,910,320",0,0,0,0,"2,121,846","268,979",0,0,0,0,0,0,0,0,"4,493,273","1,079,474",0,0,0,"1,414,182",0,"1,170,959","211,458","823,961",0,"1,214,706",0,"905,280",0,"8,121,649","638,707",0,0,0,0,0,0,0,"83,320",0,0
1991-11,"271,176,967",0,0,0,"741,276","2,885",0,"4,466","19,980","200,328","771,557",0,0,0,0,"581,087",0,"4,214,593",0,0,0,"725,309","3,485,650","2,607,780",0,"454,034",0,0,"306,590",0,"55,200",0,"909,965",0,0,"519,330",0,0,0,"22,336,411","179,019",0,"407,831",0,0,0,0,0,"36,467,112",0,"7,215,586","1,446,969","269,567","283,095",0,0,"82,064,513",0,"5,161,408",0,"746,529","6,371,246",0,"661,160","42,053",0,"405,537",0,"6,878,724",0,"6,532,560",0,0,"20,823","7,439,670",0,0,0,"33,514",0,0,0,"299,436","153,522",0,0,"927,095","14,741,146",0,0,0,0,"168,106","1,719,430",0,"777,060","30,164,550",0,0,0,0,"2,464,210","262,768",0,0,0,0,0,0,0,0,"4,286,424","1,098,269",0,0,0,"1,529,846",0,"905,469","211,560","866,166",0,"1,043,873",0,"854,339",0,"7,512,654","551,532",0,0,0,0,0,0,0,"76,155",0,0
1991-12,"314,296,859",0,0,0,"786,969","3,095",0,"5,044","18,250","204,007","781,330",0,0,0,0,"658,457",0,"4,334,018",0,0,0,"734,449","3,506,480","3,058,000",0,"474,083",0,0,"269,990",0,"57,400",0,"1,032,869",0,0,"546,600",0,0,0,"23,728,635","162,613",0,"421,426",0,0,0,0,0,"26,733,165",0,"7,936,445","1,485,051","206,421","295,392",0,0,"78,358,771",0,"5,173,006",0,"642,229","6,578,121",0,"689,080","58,731",0,"420,119",0,"7,040,271",0,"6,464,367",0,0,"21,875","7,878,670",0,0,0,"37,473",0,0,0,"309,262","134,850",0,0,"989,272","66,146,796",0,0,0,0,"179,419","1,800,368",0,"746,959","30,967,836",0,0,0,0,"2,617,504","283,617",0,0,0,0,0,0,0,0,"4,377,776","1,156,090",0,0,0,"1,438,282",0,"785,371","204,328","982,310",0,"1,145,214",0,"828,590",0,"7,753,281","558,187",0,0,0,0,0,0,0,"88,645",0,0
1992-01,"294,317,708",0,0,0,"736,074","2,592",0,"4,594","19,550","184,378","772,270",0,0,0,0,"612,212",0,"4,247,454",0,0,0,"700,500","3,621,970","3,003,180",0,"476,994",0,0,"306,910",0,"42,400",0,"1,071,349",0,0,"547,220",0,0,0,"24,641,772","197,772",0,"421,426",0,0,0,0,0,"37,116,154",0,"7,755,050","1,599,752","290,395","289,153",0,0,"82,254,570",0,"5,151,296",0,"626,837","6,752,755",0,"760,390","88,690",0,"394,785",0,"6,990,389",0,"6,214,535",0,0,"21,298","18,170,360",0,0,0,"40,468",0,0,0,"309,995","139,958",0,0,"1,005,890","20,599,739",0,0,0,0,"167,217","1,886,690",0,"666,280","31,728,840",0,0,0,0,"2,555,113","255,545",0,0,0,0,0,0,0,0,"4,439,526","1,112,470",0,0,0,"1,417,085",0,"692,252","204,474","1,003,193",0,"1,177,869",0,"797,540",0,"7,391,792","535,898",0,0,0,0,0,0,0,"102,848",0,0
1992-02,"275,350,212",0,0,0,"699,601","2,881",0,"4,055","18,790","178,218","725,840",0,0,0,0,"513,004",0,"3,741,864",0,0,0,"666,195","3,200,083","2,658,750",0,"430,321",0,0,"295,755",0,"39,700",0,"1,043,745",0,0,"566,640",0,0,0,"22,040,299","143,040",0,0,0,0,0,0,0,"35,068,574",0,"7,178,640","1,617,710","339,826","264,159",0,0,"79,245,820",0,"4,796,199",0,"591,621","6,315,698",0,"731,840","93,110",0,"365,897",0,"6,348,135",0,"5,728,028",0,0,"20,926","16,802,635",0,0,0,"37,841",0,0,0,"301,427","136,500",0,0,"918,278","19,354,379",0,0,0,0,"154,058","1,777,850",0,"596,932","29,182,840",0,0,0,0,"2,498,885","258,702",0,0,0,0,0,0,0,0,"4,041,519","1,041,005",0,0,0,"1,315,069",0,"616,167","185,620","975,796",0,"1,062,201",0,"742,971",0,"7,044,904","512,896",0,0,0,0,0,0,0,"116,773",0,0
1992-03,"253,950,263",0,0,0,"750,449","3,384",0,"4,512","20,270","188,500","805,050",0,0,0,0,"587,415",0,"4,461,942",0,0,0,"713,390","3,573,496","2,843,602",0,"484,589",0,0,"308,021",0,"43,400",0,"1,084,294",0,0,"581,320",0,0,0,"22,763,732","163,656",0,"421,426",0,0,0,0,0,"37,195,863",0,"7,712,372","1,722,148","316,631","291,734",0,0,"44,870,610",0,"5,330,883",0,"680,779","6,784,143",0,"681,240","64,521",0,"391,835",0,"7,106,130",0,"6,400,837",0,0,"23,832","17,634,380",0,0,0,"32,998",0,0,0,"269,935","132,530",0,0,"1,052,277","20,707,651",0,0,0,0,"176,164","1,889,740",0,"638,557","30,559,950",0,0,0,0,"2,715,160","308,299",0,0,0,0,0,0,0,0,"4,224,401","1,153,345",0,0,0,"1,402,054",0,"420,625","205,422","992,393",0,"1,116,520",0,"818,566",0,"7,459,572","583,630",0,0,0,0,0,0,0,"80,088",0,0
1992-04,"297,591,172",0,0,0,"733,154","3,609",0,"5,023","13,240","196,593","813,290",0,0,0,0,"598,830",0,"4,281,483",0,0,0,"726,771","3,554,043","2,627,395",0,"489,235",0,0,"310,214",0,"40,200",0,"1,026,970",0,0,"516,930",0,0,0,"25,467,198","178,182",0,"407,832",0,0,0,0,0,"37,426,768",0,"7,057,251","1,631,310","320,314","299,687",0,0,"89,651,355",0,"5,256,833",0,"756,132","6,705,259",0,"693,740","113,803",0,"409,010",0,"7,251,747",0,"6,408,145",0,0,"23,259","17,015,533",0,0,0,"26,807",0,0,0,"369,872","159,297",0,0,"1,018,329","14,735,419",0,0,0,0,"161,303","1,850,763",0,"608,032","29,496,580",0,0,0,0,"2,445,915","297,018",0,0,0,0,0,0,0,0,"4,130,807","1,105,610",0,0,0,"1,362,294",0,"632,126","208,164","974,671",0,"1,107,641",0,"807,989",0,"7,327,578","601,059",0,"5,071,000",0,0,0,0,0,"82,560",0,0
1992-05,"293,599,097",0,0,0,"778,092","2,864",0,"5,610","19,000","234,297","884,100",0,0,0,0,"658,730",0,"4,181,212",0,0,0,"791,690","3,847,755","2,871,100",0,"481,106",0,0,"325,300",0,"41,600",0,"1,063,315",0,0,"529,950",0,0,0,"22,915,917","161,992",0,"421,426",0,0,0,0,0,"36,517,882",0,"7,678,286","1,717,160","298,077","279,468",0,0,"87,115,921",0,"5,535,991",0,"640,260","6,790,775",0,"521,810","112,658",0,"397,100",0,"7,427,917",0,"6,662,400",0,0,"25,398","14,344,604",0,0,0,"25,774",0,0,0,"377,785","170,807",0,0,"1,046,548","14,121,932",0,0,0,0,"169,314","1,904,588",0,"633,681","30,714,930",0,0,0,0,"2,715,334","313,299",0,0,0,0,0,0,0,0,"4,240,641","1,193,155",0,0,0,"1,447,050",0,"557,876","216,582","949,207",0,"1,105,337",0,"811,608",0,"7,671,211","650,955",0,"6,196,000",0,0,0,0,0,"84,720",0,0
1992-06,"309,554,298",0,0,0,"774,747","3,310",0,"7,502","25,580","237,087","922,300",0,0,0,0,"627,798",0,"4,324,553",0,0,0,"743,306","3,788,454","2,797,220",0,"491,916",0,0,"317,080",0,"41,900",0,"1,152,040",0,0,"518,549",0,0,0,"25,488,157","171,445",0,"407,832",0,0,0,0,0,"38,549,127",0,"7,589,048","1,712,770","320,957","285,772",0,0,"93,703,942",0,"6,003,948",0,"690,374","6,982,268",0,"639,050","96,320",0,"388,915",0,"7,150,570",0,"6,499,119",0,0,"30,643","13,997,158",0,0,0,"24,790",0,0,0,"389,944","93,039",0,0,"1,122,574","22,436,856",0,0,0,0,"180,390","1,833,680",0,"779,231","31,908,530",0,0,0,0,"2,640,906","313,472",0,0,0,0,0,0,0,0,"4,279,286","1,243,905",0,0,0,"1,838,510",0,"940,822","212,350","945,806",0,"1,122,393",0,"885,719",0,"8,139,085","642,777",0,0,0,0,0,0,0,"99,476",0,0
1992-07,"319,837,089",0,0,0,"838,127","3,363",0,"6,955","25,960","227,030","1,035,065",0,0,0,0,"636,263",0,"4,840,979",0,0,0,"740,912","4,648,690","2,868,390",0,"515,256",0,0,"356,420",0,"44,300",0,"1,179,990",0,0,"531,770",0,0,0,"26,422,160","166,316",0,"421,426",0,0,0,0,0,"38,243,798",0,"7,947,983","1,843,113","351,322","292,152",0,0,"92,681,408",0,"6,644,735",0,"651,494","7,460,400",0,"883,530","103,252",0,"485,904",0,"7,487,080",0,"6,700,799",0,0,"29,206","18,554,405",0,0,0,"31,408",0,0,0,"412,358",0,0,0,"1,197,777","21,987,060",0,0,0,0,"164,535","1,902,235",0,"833,303","32,554,630",0,0,0,0,"2,702,179","330,489",0,0,0,0,0,0,0,0,"4,688,298","1,326,010",0,0,0,"2,031,628",0,"847,758","211,885","1,019,633",0,"1,104,741",0,"956,088",0,"8,872,284","684,158",0,0,0,0,0,0,0,"108,679",0,0
1992-08,"315,015,932",0,0,0,"823,675","3,551",0,"5,213","22,890","234,869","1,025,643",0,0,0,0,"607,076",0,"5,082,599",0,0,0,"724,513","4,372,563","2,953,760",0,"539,892",0,0,"305,200",0,"43,700",0,"1,130,575",0,0,"548,070",0,0,0,"22,752,091","146,516",0,"421,426",0,0,0,0,0,"37,338,936",0,"7,944,846","1,792,700","404,539","291,986",0,0,"93,256,972",0,"7,019,896",0,"591,544","7,030,540",0,"807,920","119,270",0,"479,607",0,"7,804,133",0,"7,006,230",0,0,"28,824","17,598,068",0,0,0,"34,404",0,0,0,"399,989",0,0,0,"1,196,739","16,326,388",0,0,0,0,"157,937","1,930,140",0,"776,000","32,173,270",0,0,0,0,"2,663,443","320,501",0,0,0,0,0,0,0,0,"3,874,148","1,247,842",0,0,0,"1,882,292",0,"828,854","219,058","895,831",0,"1,113,577",0,"1,003,540",0,"8,152,943","690,110",0,"7,763,643",0,0,0,0,0,"105,450",0,0
1992-09,"298,870,086",0,0,0,"774,235","3,464",0,"4,750","20,370","199,358","1,262,309",0,0,0,0,"568,870",0,"4,920,465",0,0,0,"726,606",0,"2,929,238",0,"516,768",0,0,"333,020",0,"39,800",0,"1,151,138",0,0,"525,290",0,0,0,"25,453,145","166,972",0,"421,426",0,0,0,0,0,"39,466,236",0,"7,528,981","1,762,870","413,621","282,157",0,0,"98,250,127",0,"6,227,418",0,"644,076","6,123,790",0,"699,260","95,150",0,"456,125",0,"7,352,217",0,"6,725,546",0,0,"34,592","16,239,511",0,0,0,"35,202",0,0,0,"386,364",0,0,0,"1,159,972","9,091,470",0,0,0,0,"158,686","1,836,793",0,"766,688","31,891,450",0,0,0,0,"2,463,835","283,444",0,0,0,0,0,0,0,0,"3,481,960","1,198,985",0,0,0,"1,613,872",0,"819,403",0,"836,074",0,"1,117,092",0,"977,704",0,"7,701,383","627,851",0,0,0,0,0,0,0,"102,957",0,0
1992-10,"309,035,960",0,0,0,"800,668","3,601",0,"4,721","20,190","226,489","1,288,304",0,0,0,0,"596,590",0,"5,553,060",0,0,0,"721,251","4,214,926","3,096,793",0,"528,824",0,0,"293,160",0,"40,900",0,"1,121,959",0,0,"577,490",0,0,0,"23,748,549","166,466",0,"435,473",0,0,0,0,0,"37,363,119",0,"8,106,462","1,792,980","402,760","287,382",0,0,"86,329,989",0,"6,386,165",0,"661,756","7,094,112",0,"769,340","164,255",0,"423,347",0,"7,773,043",0,"7,112,685",0,0,"37,613","16,501,952",0,0,0,"29,912",0,0,0,"399,276",0,0,0,"1,139,910","25,997,427",0,0,0,0,"163,183","1,873,382",0,"805,543","30,812,480",0,0,0,0,"2,706,360","317,449",0,0,0,0,0,0,0,0,"4,730,022","1,050,190",0,0,0,"1,676,334",0,"939,598","214,265","883,192",0,"1,124,627",0,"973,989",0,"7,837,146","605,415",0,0,0,0,0,0,0,"109,886",0,0
1992-11,"324,829,464",0,0,0,"759,845","2,888",0,"6,456","21,290","213,679","1,306,051",0,0,0,0,"558,800",0,"5,035,522",0,0,0,"699,319","426,252","2,947,008",0,"529,219",0,0,"349,190",0,"40,100",0,"1,078,426",0,0,"539,360",0,0,0,"23,765,702","147,019",0,"421,425",0,0,0,0,0,"37,600,708",0,"7,650,172","1,622,285","396,507","282,494",0,0,"87,602,018",0,"6,668,293",0,"644,914","6,811,814",0,"716,380","177,012",0,"377,067",0,"7,351,266",0,"7,135,250",0,0,"34,660","15,281,397",0,0,0,"26,631",0,0,0,"387,864",0,0,0,"1,084,919","31,213,586",0,0,0,0,"146,022","1,932,476",0,"795,783","34,405,809",0,0,0,0,"2,582,067","302,184",0,0,0,0,0,0,0,0,"15,659,225","995,300",0,0,0,"1,742,911",0,"1,227,503","2,015,160","935,290",0,"1,120,851",0,"960,694",0,"7,419,308","564,396",0,0,0,0,0,0,0,"111,697",0,0
1992-12,"374,010,207",0,0,0,"762,420","3,491",0,"5,509","21,200","215,717","1,496,469",0,0,0,0,"573,361",0,"5,222,070",0,0,0,"688,075","4,119,869","3,014,260",0,"504,370",0,0,"335,700",0,"4,937,103",0,"1,064,202",0,0,"550,020",0,0,0,"25,282,017","147,071",0,"435,473",0,0,0,0,0,"36,705,467",0,"14,117,566","1,758,080","450,301","243,615",0,0,"91,493,931",0,"6,596,026",0,"650,244","7,383,704",0,"712,860","211,709",0,"394,495",0,"7,607,280",0,"7,240,187",0,0,"24,572","16,488,991",0,0,0,"26,571",0,0,0,"399,297",0,0,0,"1,095,277","67,979,883",0,0,0,0,"172,187","1,959,850",0,"816,573","36,373,350",0,0,0,0,"2,667,412","316,034",0,0,0,0,0,0,0,0,"4,675,164","1,157,450",0,0,0,"1,731,933",0,"895,870","202,146","979,428",0,"1,264,019",0,"1,026,551",0,"8,132,866","563,913",0,0,0,0,0,0,0,"117,008",0,0
1993-01,"318,020,084",0,0,0,"790,823","3,864",0,"5,339","22,340","280,292","1,467,853",0,0,0,"327,707","553,569",0,"5,137,334",0,0,0,"664,058","4,115,693","3,041,990",0,"466,241",0,0,"347,880",0,"39,900",0,"1,085,483",0,0,"557,860",0,0,0,"23,287,014","126,874",0,"435,473",0,0,0,0,0,"38,116,667",0,"8,086,016","1,669,960","434,324","284,545",0,0,"87,636,370",0,"6,520,346",0,"623,929","6,973,264",0,"752,470","197,694",0,"475,147",0,"7,293,051",0,"7,077,329",0,0,"22,251","16,702,866",0,0,0,"27,625",0,0,0,"402,685",0,0,0,"1,104,832","28,362,248",0,0,0,0,"167,603","1,983,369",0,"814,371","35,598,010",0,0,0,0,"2,679,483","333,364",0,0,0,0,0,0,0,0,"4,538,701","1,100,103",0,0,0,"1,868,552",0,"1,097,830","202,307","1,058,428",0,"1,244,769",0,"985,560",0,"8,042,987","665,715",0,0,0,0,0,0,0,"117,726",0,0
